ID_Venta,Fecha,Producto,Categoria,Precio,Cantidad,ID_Cliente,Region
437,,Hielera con Ruedas,fiesta,60.0,1,527,Centro
438,2024-03-16,Sillas Plegables,muebles,20.0,4,528,Oeste
439,2024-03-17,Mesa Plegable,muebles,40.0,1,529,Este
440,2024-03-18,Mantel,hogar,15.0,1,530,Norte
441,2024-03-19,Servilletas de Tela,hogar,12.0,1,531,Sur
442,2024-03-20,Camino de Mesa,hogar,10.0,1,532,Centro
443,2024-03-21,Cubre Sillas,hogar,8.0,4,533,Oeste
444,,Bolsas Reutilizables,hogar,5.0,1,534,desconocida
445,2024-03-22,Termometro Ambiental,hogar,12.0,1,535,Norte
446,2024-03-23,Barometro,hogar,20.0,1,536,Sur
447,2024-03-24,Estacion Meteorologica,hogar,50.0,1,537,Centro
448,2024-03-25,Tendedero de Ropa,hogar,25.0,1,538,Oeste
449,2024-03-26,Pinzas para Ropa,hogar,3.0,1,539,Este
450,2024-03-27,Tabla de Planchar,hogar,35.0,1,540,Norte
451,2024-03-28,Funda para Tabla de Planchar,hogar,10.0,1,541,Sur
453,2024-03-30,Cesto para Ropa Sucia,hogar,20.0,1,543,Oeste
454,,Organizador de Zapatos,hogar,30.0,1,544,Este
455,2024-03-31,Ganchos para Ropa,hogar,8.0,1,545,Norte
456,2024-04-01,Funda para Ropa,hogar,12.0,1,546,Sur
457,2024-04-02,Caja de Almacenaje,hogar,15.0,2,547,Centro
458,2024-04-03,Separadores de Cajones,hogar,10.0,1,548,Oeste
459,2024-04-04,Contenedor al Vacio,hogar,20.0,1,549,Este
460,2024-04-05,Zapatera,muebles,50.0,1,550,Norte
461,2024-04-06,Perchero,muebles,40.0,1,551,Sur
462,,Espejo de Cuerpo Completo,muebles,80.0,1,552,Centro
463,2024-04-07,Buro,muebles,60.0,1,553,Oeste
464,2024-04-08,Comoda,muebles,150.0,1,554,Este
465,2024-04-09,Cabecera para Cama,muebles,100.0,1,555,Norte
466,2024-04-10,Base para Cama,muebles,200.0,1,556,Sur
468,2024-04-12,Colchon,muebles,300.0,1,558,Oeste
469,2024-04-13,Almohada,hogar,25.0,2,559,Este
470,,Funda de Almohada,hogar,10.0,1,560,Norte
471,2024-04-14,Sabanas,hogar,40.0,1,561,Sur
472,2024-04-15,Edredon,hogar,80.0,1,562,Centro
473,2024-04-16,Manta,hogar,30.0,1,563,Oeste
474,2024-04-17,Toalla de Bano,hogar,20.0,2,564,Este
475,2024-04-18,Bata de Bano,hogar,35.0,1,565,Norte
476,2024-04-19,Tapete de Bano,hogar,15.0,1,566,Sur
477,2024-04-20,Cortina de Bano,hogar,18.0,1,567,Centro
478,2024-04-21,Dispensador de Jabon,hogar,12.0,1,568,Oeste
479,,Portacepillos de Dientes,hogar,8.0,1,569,desconocida
480,2024-04-22,Escobilla para Bano,hogar,10.0,1,570,Norte
481,2024-04-23,Jabonera,hogar,5.0,1,571,Sur
483,2024-04-25,Repisa para Bano,muebles,30.0,1,573,Oeste
484,2024-04-26,Gabinete de Bano,muebles,80.0,1,574,Este
485,2024-04-27,Foco LED,iluminacion,5.0,4,575,Norte
486,2024-04-28,Tira de Luces LED,iluminacion,20.0,1,576,Sur
487,2024-04-29,Lampara de Noche,iluminacion,25.0,1,577,Centro
488,2024-04-30,Lampara de Techo,iluminacion,60.0,1,578,Oeste
489,2024-05-01,Lampara de Escritorio,iluminacion,30.0,1,579,Este
490,2024-05-02,Interruptor de Luz Inteligente,hogar,25.0,2,580,Norte
491,,Abrepuertas de Garaje Inteligente,hogar,150.0,1,581,Sur
492,2024-05-03,Riego Inteligente,jardineria,80.0,1,582,Centro
493,2024-05-04,Sensor de Movimiento,seguridad,18.0,1,583,Oeste
494,2024-05-05,Sensor de Puerta/Ventana,seguridad,15.0,2,584,Este
495,2024-05-06,Detector de Monoxido de Carbono,seguridad,30.0,1,585,Norte
497,2024-05-08,Radio de Emergencia,seguridad,40.0,1,587,Centro
498,2024-05-09,Linterna Recargable,seguridad,20.0,1,588,Oeste
499,2024-05-10,Kit de Supervivencia,seguridad,50.0,1,589,Este
500,2024-05-11,Manta Termica de Emergencia,seguridad,5.0,5,590,Norte
501,2024-05-12,Purificador de Agua UV,campismo,60.0,1,591,Sur
502,2024-05-13,Estufa de Campismo,campismo,40.0,1,592,Centro
503,2024-05-14,Tanque de Gas para Estufa,campismo,8.0,2,593,Oeste
504,,Encendedor a Prueba de Agua,campismo,10.0,1,594,Este
505,2024-05-15,Brujula,campismo,12.0,1,595,Norte
506,2024-05-16,Mapa Topografico,campismo,15.0,1,596,Sur
507,2024-05-17,Botas de Senderismo,ropa,120.0,1,597,Centro
508,2024-05-18,Calcetines de Senderismo,ropa,15.0,2,598,Oeste
509,2024-05-19,Pantalon Convertible,ropa,60.0,1,599,Este
510,2024-05-20,Chamarra Impermeable,ropa,90.0,1,600,Norte
511,2024-05-21,Bastones de Senderismo,deportes,40.0,1,601,desconocida
512,,Mochila de Hidratacion,deportes,50.0,1,602,Centro
513,2024-05-22,GPS para Senderismo,electronica,200.0,1,603,Oeste
515,2024-05-24,Hamaca,campismo,30.0,1,605,Norte
516,2024-05-25,Silla de Campismo,campismo,25.0,2,606,Sur
517,2024-05-26,Mesa de Centro,muebles,80.0,1,607,Centro
518,2024-05-27,Sofa,muebles,500.0,1,608,Oeste
519,2024-05-28,Sillon,muebles,250.0,1,609,Este
520,2024-05-29,Mesa de Comedor,muebles,300.0,1,610,Norte
521,,Sillas de Comedor,muebles,50.0,4,611,Sur
522,2024-05-30,Vitrina,muebles,180.0,1,612,Centro
523,2024-05-31,Librero,muebles,120.0,1,613,Oeste
524,2024-06-01,Repisa Flotante,muebles,25.0,2,614,Este
525,2024-06-02,Mueble para TV,muebles,150.0,1,615,Norte
526,2024-06-03,Soporte de Pared para TV,accesorios,40.0,1,616,Sur
527,2024-06-04,Cable de Fibra Optica de Audio,audio,15.0,1,617,Centro
528,2024-06-05,Divisor de Audifonos,audio,8.0,1,618,Oeste
529,2024-06-06,Adaptador de Bluetooth para Audio,audio,20.0,1,619,Este
531,2024-06-08,Preamplificador de Microfono,audio,50.0,1,621,Sur
532,2024-06-09,Filtro Anti-Pop,audio,15.0,1,622,Centro
533,2024-06-10,Soporte para Microfono,audio,25.0,1,623,Oeste
534,,Espuma Acustica,audio,30.0,1,624,Este
535,2024-06-11,DJ Controller,musica,300.0,1,625,Norte
536,2024-06-12,Maquina de Ritmos,musica,200.0,1,626,Sur
537,2024-06-13,Sintetizador,musica,400.0,1,627,Centro
538,2024-06-14,Violin,musica,180.0,1,628,Oeste
539,2024-06-15,Cello,musica,300.0,1,629,Este
540,2024-06-16,Flauta,musica,40.0,1,630,Norte
541,2024-06-17,Armonica,musica,20.0,1,631,Sur
542,2024-06-18,Acordeon,musica,250.0,1,632,Centro
543,,Bongoes,musica,60.0,1,633,Oeste
544,2024-06-19,Pandereta,musica,15.0,1,634,Este
545,2024-06-20,Maracas,musica,10.0,1,635,Norte
546,2024-06-21,Cajon,musica,80.0,1,636,desconocida
548,2024-06-23,Diapason,musica,8.0,1,638,Oeste
549,2024-06-24,Metronomo,musica,20.0,1,639,Este
550,2024-06-25,Software de Notacion Musical,software,150.0,1,640,Norte
551,2024-06-26,Plugin VST,software,50.0,1,641,Sur
552,2024-06-27,Sample Pack,software,25.0,1,642,Centro
553,2024-06-28,Funda para Teclado Musical,musica,35.0,1,643,Oeste
554,,Pedal de Sustain,musica,20.0,1,644,Este
555,2024-06-29,Banco para Piano,musica,50.0,1,645,Norte
556,2024-06-30,Diario,oficina,12.0,1,646,Sur
557,2024-07-01,Cuaderno Inteligente,oficina,30.0,1,647,Centro
558,2024-07-02,Escaner Portatil,oficina,80.0,1,648,Oeste
559,2024-07-03,Mini Impresora Termica,impresion,50.0,1,649,Este
560,2024-07-04,Filamento para Impresora 3D,diseno,25.0,1,650,Norte
561,2024-07-05,Resina para Impresora 3D,diseno,40.0,1,651,Sur
562,,Calibrador Digital,herramientas,20.0,1,652,Centro
563,2024-07-06,Lupa con Luz,herramientas,15.0,1,653,Oeste
564,2024-07-07,Tercera Mano para Soldar,herramientas,18.0,1,654,Este
565,2024-07-08,Cautin,herramientas,25.0,1,655,Norte
566,2024-07-09,Soldadura de Estano,herramientas,8.0,1,656,Sur
568,2024-07-11,Bomba para Desoldar,herramientas,10.0,1,658,Oeste
569,2024-07-12,Protoboard,electronica,7.0,1,659,Este
570,2024-07-13,Kit de Resistencias,electronica,12.0,1,660,Norte
571,,Kit de Capacitores,electronica,10.0,1,661,Sur
572,2024-07-14,Kit de LEDs,electronica,8.0,1,662,Centro
573,2024-07-15,Arduino,electronica,25.0,1,663,Oeste
574,2024-07-16,Raspberry Pi,electronica,40.0,1,664,Este
575,2024-07-17,Kit de Sensores para Arduino,electronica,35.0,1,665,Norte
576,2024-07-18,Fuente de Alimentacion para Protoboard,electronica,15.0,1,666,Sur
577,2024-07-19,Cables Jumper,electronica,5.0,1,667,Centro
578,2024-07-20,Motor a Pasos,electronica,10.0,2,668,Oeste
579,2024-07-21,Servomotor,electronica,8.0,2,669,desconocida
580,,Pantalla LCD para Arduino,electronica,12.0,1,670,Norte
581,2024-07-22,Relevador,electronica,3.0,5,671,Sur
583,2024-07-24,Ventilador de PC,componentes,10.0,2,673,Oeste
584,2024-07-25,Disipador para CPU,componentes,30.0,1,674,Este
585,2024-07-26,Controlador de Ventiladores,componentes,20.0,1,675,Norte
586,2024-07-27,Cable de Extension para Fuente de Poder,componentes,15.0,1,676,Sur
587,2024-07-28,Tornillos para PC,componentes,5.0,1,677,Centro
588,2024-07-29,Adaptador WiFi USB,redes,20.0,1,678,Oeste
589,,Tarjeta de Red PCIe,redes,25.0,1,679,Este
590,2024-07-30,Antena WiFi de Alta Ganancia,redes,18.0,1,680,Norte
591,2024-07-31,Herramienta para Crimpar,redes,22.0,1,681,Sur
592,2024-08-01,Conectores RJ45,redes,8.0,1,682,Centro
593,2024-08-02,Probador de Cable de Red,redes,15.0,1,683,Oeste
594,2024-08-03,Switch PoE,redes,80.0,1,684,Este
595,2024-08-04,Inyector PoE,redes,20.0,1,685,Norte
596,2024-08-05,Punto de Acceso WiFi,redes,70.0,1,686,Sur
598,2024-08-07,Firewall,seguridad,200.0,1,688,Oeste
599,2024-08-08,Servidor de Impresion,redes,60.0,1,689,Este
600,,Rack para Servidor,redes,300.0,1,690,Norte
601,2024-08-09,PDU para Rack,redes,100.0,1,691,Sur
602,2024-08-10,KVM Switch,redes,80.0,1,692,Centro
603,2024-08-11,Caddy para Disco Duro,almacenamiento,10.0,1,693,Oeste
604,2024-08-12,Carcasa para Disco Duro Externo,almacenamiento,20.0,1,694,Este
605,2024-08-13,Lector de DNI Electronico,perifericos,15.0,1,695,Norte
606,2024-08-14,Joystick,videojuegos,40.0,1,696,Sur
607,2024-08-15,Arcade Stick,videojuegos,150.0,1,697,Centro
608,2024-08-16,Audifonos para Gaming,videojuegos,80.0,1,698,Oeste
610,2024-08-18,Suscripcion a Servicio de Juegos,videojuegos,15.0,1,700,Norte
611,2024-08-19,Moneda Virtual para Juegos,videojuegos,20.0,1,701,desconocida
612,2024-08-20,Figura Amiibo,videojuegos,18.0,1,702,Centro
613,2024-08-21,Guia de Estrategia,libros,25.0,1,703,Oeste
614,2024-08-22,Comic,libros,10.0,1,704,Este
615,2024-08-23,Manga,libros,12.0,1,705,Norte
616,2024-08-24,Libro de Arte,libros,40.0,1,706,Sur
617,2024-08-25,Biografia,libros,22.0,1,707,Centro
618,2024-08-26,Diccionario,libros,18.0,1,708,Oeste
619,2024-08-27,Enciclopedia,libros,60.0,1,709,Este
621,2024-08-29,Separador de Libros,libros,3.0,1,711,Sur
622,2024-08-30,Luz de Lectura,libros,10.0,1,712,Centro
623,2024-08-31,Soporte para Libros,libros,15.0,1,713,Oeste
624,2024-09-01,Estante para Libros,muebles,70.0,1,714,Este
625,,Sillon de Lectura,muebles,180.0,1,715,Norte
626,2024-09-02,Funda para Libro,libros,12.0,1,716,Sur
627,2024-09-03,Kit de Caligrafia,arte,25.0,1,717,Centro
628,2024-09-04,Sellos de Goma,arte,15.0,1,718,Oeste
629,2024-09-05,Tinta para Sellos,arte,5.0,1,719,Este
630,2024-09-06,Papel Decorativo,arte,8.0,1,720,Norte
631,2024-09-07,Pegatinas,arte,4.0,1,721,Sur
632,2024-09-08,Washi Tape,arte,6.0,1,722,Centro
634,2024-09-10,Kit de Origami,arte,10.0,1,724,Este
635,2024-09-11,Pistola de Pegamento,herramientas,12.0,1,725,Norte
636,,Barras de Pegamento,herramientas,3.0,1,726,Sur
637,2024-09-12,Cera para Sellar,arte,15.0,1,727,Centro
638,2024-09-13,Sello para Lacre,arte,10.0,1,728,Oeste
639,2024-09-14,Album de Fotos,recuerdos,30.0,1,729,Este
640,2024-09-15,Libro de Recortes,recuerdos,25.0,1,730,Norte
641,2024-09-16,Marco de Fotos,recuerdos,15.0,2,731,Sur
642,2024-09-17,Caja de Recuerdos,recuerdos,20.0,1,732,Centro
643,2024-09-18,Imanes para Refrigerador,decoracion,5.0,5,733,Oeste
644,,Posavasos,hogar,10.0,1,734,Este
646,2024-09-20,Mantel Individual,hogar,7.0,4,736,Sur
647,2024-09-21,Abrebotellas,cocina,5.0,1,737,Centro
648,2024-09-22,Tabla de Quesos,cocina,30.0,1,738,Oeste
649,2024-09-23,Rallador de Queso,cocina,10.0,1,739,Este
650,2024-09-24,Prensa de Ajos,cocina,8.0,1,740,desconocida
651,2024-09-25,Pelador de Papas,cocina,6.0,1,741,Sur
652,2024-09-26,Batidor de Globo,cocina,7.0,1,742,Centro
653,2024-09-27,Espatula de Silicona,cocina,8.0,1,743,Oeste
654,2024-09-28,Cucharon,cocina,7.0,1,744,Este
655,2024-09-29,Pinzas de Cocina,cocina,9.0,1,745,Norte
656,2024-09-30,Colador,cocina,10.0,1,746,Sur
657,2024-10-01,Tazon para Mezclar,cocina,12.0,2,747,Centro
658,2024-10-02,Tazas Medidoras,cocina,8.0,1,748,Oeste
659,2024-10-03,Cucharas Medidoras,cocina,6.0,1,749,Este
660,2024-10-04,Rodillo,cocina,15.0,1,750,Norte
661,2024-10-05,Molde para Hornear,cocina,18.0,1,751,Sur
663,2024-10-07,Guantes para Horno,cocina,12.0,1,753,Oeste
664,2024-10-08,Delantal,cocina,15.0,1,754,Este
665,2024-10-09,Libro de Recetas,libros,20.0,1,755,Norte
666,2024-10-10,Soporte para Tablet en Cocina,accesorios,18.0,1,756,Sur
667,,Dispensador de Papel de Cocina,cocina,15.0,1,757,Centro
668,2024-10-11,Escurridor de Platos,cocina,25.0,1,758,Oeste
669,2024-10-12,Bote de Basura con Pedal,cocina,40.0,1,759,Este
670,2024-10-13,Bolsas de Basura,hogar,8.0,1,760,Norte
671,2024-10-14,Filtro para Cafe,cocina,5.0,1,761,Sur
672,2024-10-15,Capsulas de Cafe,cocina,20.0,1,762,Centro
673,2024-10-16,Te en Hojas,bebidas,12.0,1,763,Oeste
674,2024-10-17,Infusor de Te,bebidas,8.0,1,764,Este
675,2024-10-18,Tetera,bebidas,25.0,1,765,Norte
676,2024-10-19,Azucarera,cocina,10.0,1,766,Sur
677,2024-10-20,Salero y Pimentero,cocina,12.0,1,767,Centro
678,2024-10-21,Especiero,cocina,20.0,1,768,Oeste
679,2024-10-22,Mortero,cocina,18.0,1,769,Este
681,2024-10-24,Aceitera,cocina,15.0,1,771,Sur
682,2024-10-25,Vinagrera,cocina,15.0,1,772,Centro
683,2024-10-26, Dispensador de Cereales,cocina,25.0,1,773,Oeste
684,2024-10-27,Porta Rollo de Papel Higienico,hogar,12.0,1,774,desconocida
685,2024-10-28,Toallero,hogar,15.0,1,775,Norte
686,2024-10-29,Gancho para Toalla,hogar,8.0,2,776,Sur
687,2024-10-30,Espejo con Luz,muebles,100.0,1,777,Centro
688,2024-10-31,Organizador de Maquillaje,cuidado personal,20.0,1,778,Oeste
689,2024-11-01,Esponja de Maquillaje,cuidado personal,7.0,1,779,Este
690,2024-11-02,Set de Brochas de Maquillaje,cuidado personal,25.0,1,780,Norte
691,2024-11-03,Limpiador de Brochas,cuidado personal,10.0,1,781,Sur
692,2024-11-04,Espejo de Aumento,cuidado personal,15.0,1,782,Centro
693,2024-11-05,Pinzas de Depilar,cuidado personal,5.0,1,783,Oeste
694,2024-11-06,Cortaunas,cuidado personal,4.0,1,784,Este
695,2024-11-07,Lima de Unas,cuidado personal,3.0,1,785,Norte
697,2024-11-09,Neceser,viajes,18.0,1,787,Centro
698,2024-11-10,Bolsa de Aseo,viajes,15.0,1,788,Oeste
699,2024-11-11,Botellas de Viaje Rellenables,viajes,8.0,1,789,Este
700,2024-11-12,Identificador de Equipaje,viajes,6.0,1,790,Norte
701,2024-11-13,Bascula para Equipaje,viajes,12.0,1,791,Sur
702,2024-11-14,Candado TSA,viajes,10.0,1,792,Centro
703,2024-11-15,Antifaz para Dormir,viajes,7.0,1,793,Oeste
704,2024-11-16,Tapones para los Oidos,viajes,5.0,1,794,Este
705,2024-11-17,Organizador de Maleta,viajes,20.0,1,795,Norte
706,2024-11-18,Bolsa para Zapatos,viajes,10.0,1,796,Sur
707,2024-11-19,Bolsa para Ropa Sucia,viajes,8.0,1,797,desconocida
708,2024-11-20,Portadocumentos de Viaje,viajes,15.0,1,798,Oeste
709,2024-11-21,Cinturon con Bolsillo Secreto,viajes,20.0,1,799,Este
711,2024-11-23,Carpa de Playa,exterior,50.0,1,801,Sur
712,2024-11-24,Silla de Playa,exterior,25.0,1,802,Centro
713,2024-11-25,Sombrilla de Playa,exterior,30.0,1,803,Oeste
714,2024-11-26,Toalla de Playa,exterior,20.0,1,804,Este
715,2024-11-27,Juguetes de Playa,juguetes,15.0,1,805,Norte
716,2024-11-28,Hielera Portatil,exterior,35.0,1,806,Sur
717,2024-11-29,Termo para Agua,exterior,20.0,1,807,Centro
718,2024-11-30,Flotador,natacion,10.0,1,808,Oeste
719,2024-12-01,Tabla de Bodyboard,natacion,25.0,1,809,Este
720,2024-12-02,Aletas de Natacion,natacion,30.0,1,810,Norte
721,2024-12-03,Snorkel,natacion,20.0,1,811,Sur
722,2024-12-04,Visor de Buceo,natacion,25.0,1,812,Centro
724,2024-12-06,Chaleco Salvavidas,natacion,40.0,1,814,Este
725,2024-12-07,Bolsa Estanca,natacion,18.0,1,815,Norte
726,2024-12-08,Funda Impermeable para Celular,accesorios,12.0,1,816,Sur
727,2024-12-09,Cama para Mascota,mascotas,40.0,1,817,Centro
728,2024-12-10,Comedero para Mascota,mascotas,15.0,1,818,Oeste
729,2024-12-11,Bebedero para Mascota,mascotas,15.0,1,819,Este
730,2024-12-12,Juguete para Mascota,mascotas,8.0,2,820,Norte
731,2024-12-13,Correa para Mascota,mascotas,12.0,1,821,desconocida
732,2024-12-14,Collar para Mascota,mascotas,10.0,1,822,Centro
733,2024-12-15,Placa de Identificacion para Mascota,mascotas,7.0,1,823,Oeste
734,2024-12-16,Arena para Gato,mascotas,15.0,1,824,Este
735,2024-12-17,Arenero para Gato,mascotas,20.0,1,825,Norte
736,2024-12-18,Rascador para Gato,mascotas,30.0,1,826,Sur
737,2024-12-19,Transportadora para Mascota,mascotas,50.0,1,827,Centro
739,2024-12-21,Shampoo para Mascota,mascotas,12.0,1,829,Este
740,2024-12-22,Cepillo para Mascota,mascotas,10.0,1,830,Norte
741,2024-12-23,Cortaunas para Mascota,mascotas,8.0,1,831,Sur
742,2024-12-24,Alimento para Perro,mascotas,40.0,1,832,Centro
743,2024-12-25,Alimento para Gato,mascotas,35.0,1,833,Oeste
744,2024-12-26,Premios para Mascota,mascotas,10.0,1,834,Este
745,2024-12-27,Bolsas para Heces,mascotas,5.0,1,835,Norte
746,2024-12-28,Ropa para Mascota,ropa,15.0,1,836,Sur
747,2024-12-29,GPS para Mascota,electronica,50.0,1,837,Centro
748,2024-12-30,Camara para Mascota,electronica,80.0,1,838,Oeste
749,2024-12-31,Dispensador de Comida Automatico,mascotas,70.0,1,839,Este
750,2025-01-01,Fuente de Agua para Mascota,mascotas,30.0,1,840,Norte
751,2025-01-02,Puerta para Mascota,hogar,25.0,1,841,Sur
752,2025-01-03,Cinturon de Seguridad para Mascota,viajes,15.0,1,842,Centro
754,2025-01-05,Valla para Bebe,seguridad,60.0,1,844,Este
755,2025-01-06,Monitor para Bebe,seguridad,100.0,1,845,Norte
756,2025-01-07,Silla de Auto para Bebe,viajes,150.0,1,846,Sur
757,2025-01-08,Carriola,viajes,200.0,1,847,desconocida
758,2025-01-09,Cuna,muebles,250.0,1,848,Oeste
759,2025-01-10,Cambiador para Bebe,muebles,80.0,1,849,Este
760,2025-01-11,Mecedora,muebles,120.0,1,850,Norte
761,2025-01-12,Gimnasio para Bebe,juguetes,40.0,1,851,Sur
762,2025-01-13,Movil para Cuna,juguetes,30.0,1,852,Centro
763,2025-01-14,Biberon,bebe,10.0,2,853,Oeste
764,2025-01-15,Esterilizador de Biberones,bebe,40.0,1,854,Este
765,2025-01-16,Calentador de Biberones,bebe,30.0,1,855,Norte
766,2025-01-17,Extractor de Leche,bebe,80.0,1,856,Sur
767,2025-01-18,Panales,bebe,25.0,1,857,Centro
768,2025-01-19,Toallitas Humedas,bebe,5.0,1,858,Oeste
770,2025-01-21,Mochila Panalera,viajes,50.0,1,860,Norte
771,2025-01-22,Canguro para Bebe,viajes,40.0,1,861,Sur
772,2025-01-23,Juguete de Mordedera,juguetes,8.0,1,862,Centro
773,2025-01-24,Libro de Tela para Bebe,juguetes,12.0,1,863,Oeste
774,2025-01-25,Sonaja,juguetes,7.0,1,864,Este
775,2025-01-26,Andadera,bebe,60.0,1,865,Norte
776,2025-01-27,Periquera,bebe,90.0,1,866,Sur
777,2025-01-28,Tina para Bebe,bebe,25.0,1,867,Centro
778,2025-01-29,Termometro de Bano,bebe,10.0,1,868,Oeste
779,2025-01-30,Aspirador Nasal,bebe,15.0,1,869,Este
780,2025-01-31,Kit de Cuidado para Bebe,bebe,20.0,1,870,desconocida
781,2025-02-01,Ropa para Bebe,ropa,18.0,1,871,Sur
782,2025-02-02,Zapatitos para Bebe,ropa,15.0,1,872,Centro
783,2025-02-03,Cobija para Bebe,hogar,20.0,1,873,Oeste
784,2025-02-04,Toalla con Capucha,hogar,18.0,1,874,Este
785,2025-02-05,Album de Fotos para Bebe,recuerdos,25.0,1,875,Norte
786,2025-02-06,Kit para Huellas de Bebe,recuerdos,20.0,1,876,Sur
788,2025-02-08,Caja de Dientes de Leche,recuerdos,12.0,1,878,Oeste
789,2025-02-09,Cuadro de Nacimiento,decoracion,30.0,1,879,Este
790,2025-02-10,Vinilos Decorativos Infantiles,decoracion,20.0,1,880,Norte
791,2025-02-11,Lampara Infantil,iluminacion,30.0,1,881,Sur
792,2025-02-12,Medidor de Estatura,decoracion,15.0,1,882,Centro
793,2025-02-13,Caja de Juguetes,muebles,40.0,1,883,Oeste
794,2025-02-14,Mesa y Sillas Infantiles,muebles,70.0,1,884,Este
795,2025-02-15,Pizarron Infantil,juguetes,35.0,1,885,Norte
796,2025-02-16,Triciclo,juguetes,60.0,1,886,Sur
797,2025-02-17,Bicicleta Infantil,juguetes,100.0,1,887,Centro
798,2025-02-18,Casco Infantil,deportes,25.0,1,888,Oeste
799,2025-02-19,Rodilleras y Coderas,deportes,20.0,1,889,Este
801,2025-02-21,Cuentos Infantiles,libros,10.0,1,891,Sur
802,2025-02-22,Libro para Colorear,libros,7.0,1,892,Centro
803,2025-02-23,Crayones,arte,5.0,1,893,Oeste
804,2025-02-24,Pintura de Dedos,arte,10.0,1,894,Este
805,2025-02-25,Masa Moldeable,arte,8.0,1,895,Norte
806,2025-02-26,Burbujas,juguetes,4.0,1,896,Sur
807,2025-02-27,Avion de Papel,juguetes,2.0,1,897,Centro
808,2025-02-28,Trompo,juguetes,6.0,1,898,desconocida
809,2025-03-01,Canicas,juguetes,5.0,1,899,Este
810,2025-03-02,Matatena,juguetes,4.0,1,900,Norte
811,2025-03-03,Juego de Te de Juguete,juguetes,20.0,1,901,Sur
812,2025-03-04,Cocinita de Juguete,juguetes,80.0,1,902,Centro
813,2025-03-05,Herramientas de Juguete,juguetes,25.0,1,903,Oeste
814,2025-03-06,Kit de Doctor de Juguete,juguetes,22.0,1,904,Este
815,2025-03-07,Casa de Munecas,juguetes,120.0,1,905,Norte
816,2025-03-08,Muneca,juguetes,20.0,1,906,Sur
817,2025-03-09,Coche de Juguete,juguetes,10.0,1,907,Centro
818,2025-03-10,Pista de Carreras,juguetes,50.0,1,908,Oeste
819,2025-03-11,Tren de Juguete,juguetes,40.0,1,909,Este
820,2025-03-12,Bloques de Construccion,juguetes,30.0,1,910,Norte
821,2025-03-13,Instrumentos Musicales de Juguete,juguetes,25.0,1,911,Sur
822,2025-03-14,Microfono de Juguete,juguetes,15.0,1,912,Centro
824,2025-03-16,Walkie Talkie de Juguete,juguetes,20.0,1,914,Este
825,2025-03-17,Dron de Juguete,juguetes,40.0,1,915,Norte
826,2025-03-18,Lanzador de Dardos,juguetes,25.0,1,916,Sur
827,2025-03-19,Pistola de Agua,juguetes,15.0,1,917,Centro
828,2025-03-20,Resortera,juguetes,10.0,1,918,Oeste
829,2025-03-21,Arco y Flecha de Juguete,juguetes,20.0,1,919,Este
830,2025-03-22,Espada de Juguete,juguetes,12.0,1,920,Norte
831,2025-03-23,Escudo de Juguete,juguetes,10.0,1,921,Sur
832,2025-03-24,Disfraz de Superheroe,ropa,35.0,1,922,Centro
833,2025-03-25,Mascara,ropa,8.0,1,923,Oeste
834,2025-03-26,Capa,ropa,12.0,1,924,Este
835,2025-03-27,Kit de Magia,juguetes,20.0,1,925,Norte
836,2025-03-28,Varita Magica,juguetes,10.0,1,926,desconocida
838,2025-03-30,Sombrero de Mago,juguetes,8.0,1,928,Oeste
839,2025-03-31,Kit de Experimentos Cientificos,ciencia,30.0,1,929,Este
840,2025-04-01,Volcan de Juguete,ciencia,20.0,1,930,Norte
841,2025-04-02,Esqueleto para Armar,ciencia,25.0,1,931,Sur
842,2025-04-03,Kit de Cultivo de Cristales,ciencia,18.0,1,932,Centro
843,2025-04-04,Hormiguero,ciencia,22.0,1,933,Oeste
844,2025-04-05,Juego de Quimica,ciencia,35.0,1,934,Este
845,2025-04-06,Juego de Electronica,ciencia,40.0,1,935,Norte
846,2025-04-07,Modelo del Sistema Solar,ciencia,30.0,1,936,Sur
848,2025-04-09,CD de Musica,musica,15.0,1,938,Oeste
849,2025-04-10,Pelicula en Blu-Ray,video,20.0,1,939,Este
850,2025-04-11,Serie de TV en DVD,video,30.0,1,940,Norte
851,2025-04-12,Videojuego Fisico,videojuegos,60.0,1,941,Sur
852,2025-04-13,Consola de Videojuegos Retro,videojuegos,80.0,1,942,Centro
853,2025-04-14,Maquina Arcade Mini,videojuegos,50.0,1,943,Oeste
854,2025-04-15,Pinball,juguetes,400.0,1,944,Este
855,2025-04-16,Mesa de Billar,juegos,500.0,1,945,Norte
856,2025-04-17,Mesa de Futbolito,juegos,300.0,1,946,Sur
857,2025-04-18,Mesa de Air Hockey,juegos,250.0,1,947,Centro
858,2024-08-16,Audifonos para Gaming,videojuegos,80.0,1,698,Oeste
859,2025-04-19,Mesa de Ping Pong,juegos,200.0,1,948,Oeste
860,2025-04-20,Diana de Dardos,juegos,40.0,1,949,Este
862,2025-04-22,Cama Elastica,juegos,150.0,1,951,Sur
863,2025-04-23,Columpio,juegos,80.0,1,952,Centro
864,2025-04-24,Resbaladilla,juegos,100.0,1,953,Oeste
865,2025-04-25,Casa de Juegos Infantil,juegos,200.0,1,954,Este
866,2025-04-26,Arenero Infantil,juegos,60.0,1,955,Norte
867,2025-04-27,Alberca Inflable,juegos,40.0,1,956,Sur
868,2025-04-28,Pistolas Laser,juguetes,50.0,2,957,Centro
